report_id,report_text,sif_label,risk_level,life_saving_rule,activity,location,hazard,barrier_failure,potential_consequence,source,expert_verified
0548,Load lifted without verifying rigging certification,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0549,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0550,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0551,Rigger positioned himself in line of fire while load was being hoisted,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0552,Grinding operation performed without gas testing near process unit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0553,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0554,Employee cleaned rotating equipment without stopping machine,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0555,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0556,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0557,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0558,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0559,Electrician bypassed LOTO procedure while repairing motor circuit,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0560,Employee working inside trench without spoil pile setback,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0561,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0562,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0563,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0564,"Boxes stacked slightly above recommended height, corrected on observation",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0565,Personnel walked under load being lifted by mobile crane,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0566,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0567,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0568,Personnel removed guardrail without fall protection in place,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0569,Rigger positioned himself in line of fire while load was being hoisted,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0570,Trench walls collapsed while worker was inside unsupported excavation,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0571,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0572,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0573,"Pallet placed close to walkway, minor obstruction noted",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0574,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0575,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0576,Worker handled corrosive chemical without proper PPE,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0577,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0578,Truck reversed without spotter near active work zone,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0579,Grinding operation performed without gas testing near process unit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0580,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0581,Trench walls collapsed while worker was inside unsupported excavation,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0582,Worker stood below suspended crane load during lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0583,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0584,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0585,Personnel walked under load being lifted by mobile crane,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0586,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0587,Technician worked on live panel without lockout tagout,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0588,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0589,Worker handled corrosive chemical without proper PPE,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0590,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0591,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0592,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0593,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0594,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0595,Contractor entered underground pit without confined space permit,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0596,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0597,Driver did not wear seatbelt during transport on plant road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0598,Chemical spill occurred during transfer without containment,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0599,"Boxes stacked slightly above recommended height, corrected on observation",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0600,Energized equipment opened for repair without isolation verification,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0601,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0602,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0603,Electrician bypassed LOTO procedure while repairing motor circuit,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0604,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0605,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0606,Excavation work carried out without protective shoring system,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0607,Employee working at height with harness lanyard unattached,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0608,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0609,Chemical spill occurred during transfer without containment,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0610,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0611,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0612,Load lifted without verifying rigging certification,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0613,Welding started near flammable material without hot work permit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0614,Worker entered unshored trench deeper than 1.5 meters,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0615,Worker reached into moving conveyor without lockout,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0616,Employee cleaned rotating equipment without stopping machine,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0617,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0618,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0619,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0620,Personnel removed guardrail without fall protection in place,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0621,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0622,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0623,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0624,Driver was using mobile phone while operating vehicle on site road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0625,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0626,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0627,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0628,Worker handled corrosive chemical without proper PPE,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0629,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0630,Chemical spill occurred during transfer without containment,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0631,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0632,"Cable lying on office floor, minor trip hazard noted",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0633,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0634,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0635,Hot work carried out without fire watch present,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0636,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0637,Cutting torch used near open flammable liquid without isolation,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0638,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0639,Employee working inside trench without spoil pile setback,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0640,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0641,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0642,Electrician bypassed LOTO procedure while repairing motor circuit,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0643,Worker entered tank without atmospheric gas testing,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0644,Cutting torch used near open flammable liquid without isolation,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0645,Employee entered vessel before oxygen levels were verified,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0646,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0647,Contractor entered underground pit without confined space permit,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0648,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0649,"Boxes stacked slightly above recommended height, corrected on observation",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0650,Cutting torch used near open flammable liquid without isolation,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0651,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0652,Rigger positioned himself in line of fire while load was being hoisted,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0653,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0654,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0655,"Boxes stacked slightly above recommended height, corrected on observation",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0656,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0657,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0658,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0659,Worker reached into moving conveyor without lockout,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0660,Worker reached into moving conveyor without lockout,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0661,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0662,Loose stationery observed on office desk,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0663,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0664,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0665,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0666,"Pallet placed close to walkway, minor obstruction noted",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0667,Personnel walked under load being lifted by mobile crane,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0668,"Pallet placed close to walkway, minor obstruction noted",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0669,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0670,Chemical spill occurred during transfer without containment,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0671,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0672,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0673,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0674,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0675,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0676,Energized equipment opened for repair without isolation verification,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0677,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0678,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0679,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0680,"Tag line not used, worker exposed under suspended load near loading bay",1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0681,Chemical spill occurred during transfer without containment,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0682,Worker climbed scaffold without securing safety harness,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
0683,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0684,Overloaded sling used during material lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0685,Grinding operation performed without gas testing near process unit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
0686,Chemical spill occurred during transfer without containment,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0687,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0688,Confined space entry made without permit or gas monitoring,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0689,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0690,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0691,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0692,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0693,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0694,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0695,Vehicle collided with pedestrian near site gate due to speeding,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0696,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0697,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0698,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0699,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0700,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0701,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0702,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0703,Electrician bypassed LOTO procedure while repairing motor circuit,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
0704,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0705,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0706,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0707,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0708,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
0709,Machine guard removed while equipment was still running,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
0710,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0711,Crane operator lifted load exceeding rated capacity,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0712,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0713,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0714,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0715,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0716,Worker stood below suspended crane load during lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
0717,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0718,Loose stationery observed on office desk,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
0719,Worker entered tank without atmospheric gas testing,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0720,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
0721,Driver was using mobile phone while operating vehicle on site road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
0722,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
0723,Employee working inside trench without spoil pile setback,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
0724,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0725,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0726,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0727,Load lifted without verifying rigging certification,1,Critical,Line of Fire,Lifting Operations,Loading Area,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
0728,Worker entered tank without atmospheric gas testing,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
0729,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
0730,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
0731,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
0732,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
